10HZ,20HZ,30HZ,40HZ,50HZ,60HZ,70HZ,80HZ,90HZ,100HZ,110HZ,120HZ,130HZ,140HZ,150HZ,160HZ,170HZ,180HZ,190HZ,200HZ,210HZ,220HZ,230HZ,240HZ,4000HZ,4010HZ,4020HZ,4030HZ,4040HZ,4050HZ,4060HZ,4070HZ,4080HZ,4090HZ,4100HZ,4110HZ,4120HZ,4130HZ,4140HZ,4150HZ,4160HZ,4170HZ,4180HZ,4190HZ,4200HZ,4210HZ,4220HZ,4230HZ,4240HZ,4250HZ,4260HZ,4270HZ,4280HZ,4290HZ,4300HZ,4310HZ,4320HZ,4330HZ,4340HZ,4350HZ,4360HZ,4370HZ,4380HZ,4390HZ,4400HZ,4410HZ,4420HZ,4430HZ,4440HZ,4450HZ,4460HZ,4470HZ,4480HZ,4490HZ,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,label
,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0,41.19176520871919,49.700242199743556,58.662772474711495,50.880752243909384,51.50391793702807,43.689271976064965,44.88887305884029,45.21655506482405,46.41615614759937,56.81151161134065,67.33323835304174,49.000569881749534,50.559196466733155,50.87120672460465,73.1664054708648,64.07921356318565,75.81621313577433,64.95797122097164,65.4366718905827,75.9348910101154,55.8291779455763,77.34506339934464,64.55278529705086,64.68528280381821,81.12280951702522,54.93660065536402,76.30588402906398,54.72147029491381,65.82219689414447,66.80438808947143,79.53811084200028,68.034477845847,57.004559053996296,68.46445362587264,80.22125658925773,68.64653084484969,81.55563470579855,57.18905827040889,77.7848696395498,75.72346488103719,63.5099016953982,62.00028494087477,41.60364724319704,61.27539535546374,60.4077503917937,60.14959395925345,49.46644821199601,48.87875765778601,58.550220829177945,58.02279526998147,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,1
,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,9.0,9.0,6.0,7.0,7.0,12.0,16.0,24.0,31.0,31.825531672273218,48.683505330976686,32.941444780204115,33.56998688636752,51.175665659387654,34.7645817891556,35.4677005530532,35.770796510633446,36.449056388619645,55.17680597525514,55.66394891384914,55.97867609327784,55.93694053252751,36.919550715548205,36.51359826671988,53.98084269342608,35.83807514681567,35.80819887108729,54.15599521067335,54.83026398312332,36.88625349221734,37.53714578938366,38.13512743029819,38.34220879183534,38.481783454016764,38.636866411996124,38.901191630081534,39.365528251325614,40.01687667483893,40.47870460117453,41.04726609270768,41.491077028336846,41.75882319402474,41.819259935001995,63.01864416443355,42.032270939050115,41.986430241176805,41.9387650379155,62.81030845544216,42.13603968299219,42.40196134329209,42.664690119163005,43.04623980842693,43.12241290837562,42.970294771651744,64.0237185700439,63.64673014424996,42.12258395575574,41.92143223672957,41.909572951707624,low,low,low,low,low,mid,low,mid,low,mid,low,low,low,low,low,low,low,low,low,low,0
5.0,5.0,6.0,6.0,6.0,6.0,8.0,8.0,9.0,15.0,11.0,17.0,15.0,15.0,20.0,21.0,27.0,33.0,35.0,39.0,53.0,103.0,149.0,128.0,16.476706083487677,16.56674739991452,16.760792135631856,16.960250747969795,17.167972645676024,17.475708790425987,17.955549223536117,18.08662202592962,18.566462459039748,18.93717053711355,28.8571021513036,19.600227952699814,20.22367858669326,20.34848268984186,20.904687277389943,21.359737854395213,21.66177518164981,21.652657073657217,21.81222396352757,21.695683145747257,33.497506767345776,22.098589542669895,21.517595099016955,21.56176093460607,23.17794557629292,21.974640262145606,21.801681151161134,21.888588117965522,32.911098447072234,22.268129363157144,22.725174526285794,22.678159281948997,22.80182362159852,22.821484541957545,22.920359025502208,22.88217694828323,23.301609915942443,22.875623308163558,33.3363727026642,21.63527568029634,21.1699672317994,20.666761646958257,20.80182362159852,20.42513178515458,30.20387519589685,20.049864653084484,19.786579284798403,19.551503063114403,19.51674027639265,19.340931756660492,low,low,low,mid,low,low,low,low,low,mid,low,low,low,low,low,mid,low,low,low,low,1
,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,10.0,15.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,10.0,13.0,15.0,15.0,23.869148754204915,0.0,24.706083585153088,0.0,0.0,26.0734363418667,26.6007754147899,26.828097382975084,0.0,27.58840298762757,0.0,27.98933804663892,0.0,27.689663036661152,0.0,26.99042134671304,0.0,26.85614915331547,0.0,27.41513199156166,27.664690119163005,28.152859342037743,28.601345572723645,0.0,0.0,28.977649808997093,29.17589372256115,29.52414618849421,30.0126575061292,30.359028450880896,30.785449569530762,31.118307771252635,0.0,31.364444951251496,31.509322082216777,31.524203204287588,31.489822680882604,31.454073778436626,31.40515422772108,0.0,0.0,0.0,32.284679856320196,32.34180968128172,32.22772107873881,32.01185928502195,31.82336507212498,0.0,0.0,31.43217971378072,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,,4.0,4.0,6.0,6.0,8.0,10.0,15.0,15.0,21.0,19.0,19.0,21.0,21.0,29.0,27.0,16.476706083487677,0.0,16.760792135631856,0.0,0.0,17.475708790425987,17.955549223536117,18.08662202592962,18.566462459039748,18.93717053711355,19.238068100869068,0.0,20.22367858669326,20.34848268984186,20.904687277389943,21.359737854395213,21.66177518164981,21.652657073657217,21.81222396352757,21.695683145747257,22.33167117823052,22.098589542669895,21.517595099016955,21.56176093460607,23.17794557629292,21.974640262145606,21.801681151161134,21.888588117965522,0.0,22.268129363157144,22.725174526285794,22.678159281948997,22.80182362159852,22.821484541957545,22.920359025502208,22.88217694828323,23.301609915942443,22.875623308163558,22.2242484684428,21.63527568029634,21.1699672317994,20.666761646958257,20.80182362159852,20.42513178515458,20.135916797264567,20.049864653084484,19.786579284798403,19.551503063114403,19.51674027639265,19.340931756660492,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,low,low,mid,low,mid,1
,8.0,8.0,8.0,4.0,4.0,8.0,12.0,12.0,12.0,12.0,8.0,12.0,12.0,16.0,16.0,16.0,19.0,35.0,47.0,82.0,116.0,167.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low,high,low,high,low,high,low,high,low,high,low,high,low,high,low,high,low,high,low,mid,0
,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,9.0,7.0,7.0,5.0,7.0,11.0,7.0,7.0,11.0,25.0,14.0,14.0,18.0,15.912765836136609,32.45567022065112,16.470722390102058,33.56998688636752,34.11711043959177,34.7645817891556,35.4677005530532,17.885398255316723,36.449056388619645,18.39226865841838,37.109299275899424,37.31911739551856,37.29129368835167,36.919550715548205,36.51359826671988,17.993614231142026,35.83807514681567,35.80819887108729,45.129996008894466,45.69188665260277,36.88625349221734,46.92143223672957,47.66890928787274,47.92776098979417,48.10222931752095,38.636866411996124,48.62648953760192,39.365528251325614,40.01687667483893,20.239352300587264,41.04726609270768,20.745538514168423,20.87941159701237,41.819259935001995,42.0124294429557,21.016135469525057,20.993215120588403,41.9387650379155,20.936769485147387,21.068019841496096,21.200980671646047,42.664690119163005,21.523119904213466,21.56120645418781,21.485147385825872,21.341239523347966,21.215576714749986,21.06129197787787,41.92143223672957,41.909572951707624,low,mid,low,low,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,low,low,mid,0
42.0,36.0,30.0,27.0,21.0,21.0,24.0,21.0,15.0,15.0,15.0,12.0,12.0,12.0,9.0,12.0,12.0,9.0,9.0,12.0,9.0,12.0,12.0,12.0,71.60744626261474,73.02525799646503,74.11825075545926,75.53247049432693,76.76349848908148,78.2203090256001,53.2015508295798,80.48429214892525,82.0103768743942,82.76520896288271,55.66394891384914,83.96801413991676,83.90541079879127,83.06898910998346,109.54079480015965,107.96168538685215,80.63566908033525,80.56844745994641,54.15599521067335,109.66052796624663,82.99407035748902,84.45857802611323,85.80403671817093,86.26996978162951,86.58401277153772,86.93294942699129,87.52768116768345,88.57243856548263,90.0379725183876,60.71805690176179,92.35634870859228,93.35492331375791,93.95735218655567,94.09333485375448,94.52796624665032,94.57260961286276,94.4694680426478,94.36222133530988,125.62061691088432,94.80608928673243,127.20588402987627,95.99555276811677,96.8540395689606,97.02542904384515,96.68316323621643,96.03557785506584,95.47009521637494,94.77581390045043,94.32322253264154,125.72871885512288,low,mid,low,high,low,mid,low,mid,low,mid,low,mid,low,high,low,mid,low,mid,low,mid,0
3.0,3.0,3.0,6.0,6.0,6.0,10.0,10.0,10.0,13.0,16.0,25.0,22.0,19.0,25.0,44.0,48.0,38.0,41.0,41.0,44.0,54.0,73.0,83.0,79.56382918068304,81.1391755516278,49.412167170306176,50.35498032955128,51.175665659387654,86.911454472889,88.66925138263299,89.4269912765836,91.12264097154912,55.17680597525514,92.77324818974856,55.97867609327784,93.22823422087919,55.379326073322304,91.28399566679971,53.98084269342608,53.7571127202235,53.71229830663094,54.15599521067335,54.83026398312332,55.32938023832601,56.30571868407549,57.20269114544729,57.51331318775301,57.722675181025146,57.955299617994186,58.3517874451223,59.04829237698842,60.0253150122584,60.71805690176179,61.570899139061524,62.23661554250527,62.638234791037114,62.72888990250299,63.01864416443355,31.524203204287588,62.97964536176521,62.90814755687325,62.81030845544216,63.20405952448829,63.60294201493814,63.99703517874451,32.284679856320196,64.68361936256343,107.42573692912936,64.0237185700439,63.64673014424996,63.183875933633615,62.88214835509436,104.77393237926906,low,high,low,high,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,high,low,mid,0
2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,9.0,5.0,5.0,5.0,11.0,25.0,9.0,11.0,12.0,11.0,12.0,20.0,31.825531672273218,16.22783511032556,32.941444780204115,16.78499344318376,17.058555219795885,17.3822908945778,17.7338502765266,17.885398255316723,18.224528194309823,18.39226865841838,37.109299275899424,18.65955869775928,18.645646844175836,18.459775357774102,18.25679913335994,17.993614231142026,17.919037573407834,35.80819887108729,18.051998403557786,18.276754661041107,18.44312674610867,37.53714578938366,19.067563715149095,19.17110439591767,38.481783454016764,19.318433205998062,19.450595815040767,39.365528251325614,20.008438337419467,20.239352300587264,20.52363304635384,20.745538514168423,20.87941159701237,20.909629967500997,42.0124294429557,21.016135469525057,20.993215120588403,20.96938251895775,20.936769485147387,21.068019841496096,42.40196134329209,21.332345059581503,21.523119904213466,21.56120645418781,42.970294771651744,42.68247904669593,21.215576714749986,21.06129197787787,20.960716118364786,20.954786475853812,low,mid,low,low,low,mid,low,mid,low,mid,low,low,low,mid,low,low,low,low,low,mid,0
8.0,10.0,11.0,12.0,11.0,10.0,10.0,13.0,13.0,13.0,13.0,16.0,18.0,19.0,18.0,19.0,19.0,24.0,23.0,28.0,36.0,43.0,102.0,259.0,230.73510462398085,178.50618621358117,181.17794629112262,184.6349278750214,196.17338502765267,199.8963452876447,159.6046524887394,160.9685842978505,154.9084896516335,165.53041792576542,166.99184674154742,158.60624893095388,167.81082159758253,147.67820286219282,136.92599350019955,152.94572096470722,161.2713381606705,134.28074576657735,135.3899880266834,137.0756599578083,119.88032384970636,131.3800102628428,114.40538229089458,134.1977307714237,144.30668795256287,144.88824904498546,165.3300644278465,137.77934887963966,160.06750669935573,151.79514225440448,174.45088089400764,176.3370773704316,177.47499857460517,146.367409772507,147.04350305034495,126.09681281715035,146.95250584411883,167.755060151662,157.0257711386054,158.01014881122072,180.2083357089914,170.65876047665202,182.94651918581445,183.2702548605964,193.36632647243286,181.4005359484577,190.9401904327499,242.20485774559552,282.9696675979246,240.98004447231884,mid,low,low,low,low,low,mid,low,low,low,low,low,low,low,low,low,low,low,low,mid,0
6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,,11.0,14.0,14.0,14.0,17.0,20.0,63.651063344546436,89.25309310679059,65.88288956040823,67.13997377273505,68.23422087918354,95.6025999201779,70.9354011061064,125.19778778721707,100.23490506870402,101.1574776213011,102.05057300872342,74.63823479103712,74.58258737670334,101.52876446775757,73.02719653343976,71.9744569245681,98.5547066537431,71.61639774217458,72.20799361423114,73.10701864416443,73.77250698443468,75.07429157876732,76.27025486059638,76.68441758367068,76.96356690803353,77.27373282399225,77.80238326016307,59.04829237698842,80.03375334967787,60.71805690176179,82.09453218541536,62.23661554250527,62.638234791037114,62.72888990250299,63.01864416443355,84.06454187810023,62.97964536176521,62.90814755687325,83.74707794058955,63.20405952448829,63.60294201493814,63.99703517874451,64.56935971264039,64.68361936256343,64.45544215747762,64.0237185700439,63.64673014424996,63.183875933633615,62.88214835509436,83.81914590341525,low,mid,low,mid,low,high,low,mid,low,mid,low,mid,low,high,low,mid,low,high,low,mid,0
11.0,11.0,13.0,13.0,15.0,15.0,13.0,13.0,19.0,21.0,17.0,27.0,23.0,25.0,32.0,53.0,53.0,40.0,38.0,45.0,55.0,63.0,70.0,110.0,123.57529562615758,140.8173528992734,108.94514888160707,144.16213135774325,128.7597948425702,131.0678159281949,134.66661917652087,135.64966519447216,139.2484684427981,142.0287790283516,163.52357885738706,166.60193759794842,151.67758940019945,172.9621028636558,156.78515458042457,181.55777176235932,205.78686422567318,205.70024219974357,229.02835161703948,119.32625730160991,167.4875338367289,232.0351901980339,204.41715344066108,161.71320700954553,220.19048297478275,186.78444222823765,185.31428978486963,186.05299900270694,186.4962245334093,211.54722894999287,193.16398347342925,170.08619461461748,216.61732440518594,171.1611340646816,194.82305171676876,171.61632711212422,221.3652942014532,194.44279811939023,188.9061119817638,183.89984328251887,201.1146887020943,217.0009972930617,176.81550078358742,194.0387519589685,171.1552927767488,170.4238495512181,168.18592392078642,166.18777603647243,224.44251317851547,203.07978344493517,low,mid,low,mid,low,low,low,low,low,mid,low,mid,low,low,low,mid,low,low,low,low,1
,46.0,49.0,50.0,50.0,59.0,55.0,59.0,48.0,51.0,55.0,50.0,51.0,53.0,42.0,47.0,43.0,41.0,62.0,49.0,38.0,50.0,36.0,31.0,278.4734021323907,308.32886709618566,345.8851701921432,402.83984263641025,375.28821483550945,443.2484178117339,469.9470323279549,447.13495638291806,391.8273561776612,505.7873881065055,417.47961685386855,335.87205655966704,438.17270083813213,443.03460858657843,392.52118136723874,377.8658988539825,376.2997890415645,429.69838645304753,397.1439648782713,420.36535720394545,442.6350419066081,487.98289526198755,467.15531102115284,498.44871429385944,509.8836307657221,579.5529961799418,612.6937681737842,629.8484520212098,670.2826843035522,769.095387422316,749.1126061919151,788.3304635384001,908.2544044700381,920.0237185700439,987.2920919094589,1197.9197217629282,1280.5861223558925,1163.8007298021553,1413.2319402474486,1559.0334682707112,1833.884828097383,1770.5846399452646,2012.411711043959,1854.2637550601517,1708.0692171731569,1675.2873025828153,1379.012486458749,1337.392040595245,1184.2804606876105,1100.126289982325,low,low,high,low,high,low,low,low,low,low,high,low,high,low,high,low,low,low,low,low,0
,4.0,5.0,4.0,7.0,7.0,5.0,5.0,5.0,7.0,5.0,7.0,5.0,7.0,9.0,12.0,13.0,19.0,24.0,38.0,57.0,71.0,132.0,290.0,39.78191459034152,40.5695877758139,41.17680597525514,58.747477051143164,42.646388049489715,60.838018131022295,70.9354011061064,62.59889389360853,72.89811277723929,45.98067164604595,46.38662409487428,65.30845544215748,46.614117110439594,46.14943839443526,45.641997833399856,44.98403557785507,62.71663150692742,62.66434802440276,45.129996008894466,73.10701864416443,73.77250698443468,46.92143223672957,66.73647300302183,76.68441758367068,76.96356690803353,86.93294942699129,77.80238326016307,68.88967443981983,70.02953418096813,80.95740920234906,71.83271566223844,93.35492331375791,93.95735218655567,94.09333485375448,84.0248588859114,84.06454187810023,83.97286048235361,94.36222133530988,94.21546268316324,84.27207936598438,84.80392268658419,74.66320770853525,96.8540395689606,97.02542904384515,75.19801585039055,74.69433833171789,74.25451850162494,94.77581390045043,73.36250641427675,83.81914590341525,low,low,low,low,low,low,low,mid,low,low,low,low,low,mid,low,mid,low,mid,low,low,0
19.0,19.0,27.0,23.0,21.0,27.0,25.0,27.0,29.0,29.0,35.0,35.0,35.0,44.0,77.0,73.0,59.0,61.0,61.0,71.0,113.0,111.0,146.0,221.0,189.4821199601083,207.08434249893148,209.5099016953982,296.8043880894714,248.93560336230234,270.8734862516028,278.31101296480983,280.34264140190913,269.21370565607634,274.58897278814646,298.19005556347054,264.6030773614475,252.79598233366576,254.35603362302322,303.1179655221542,288.3564610343354,314.0957401339222,292.3108704943724,294.46502350762216,314.58740561333525,256.81421854965095,254.1337797407038,247.45234363869497,291.0837726171819,289.7243197036615,318.63228380111127,294.3226955406753,295.49593959253457,318.14061832169824,300.61974640262144,306.78985610485825,351.51146887020946,330.6264425131785,330.9115258583844,286.5044878187776,400.43809659495656,314.571733865223,354.57216127653516,300.02735432397776,292.0762216840006,328.1344920928907,299.66804388089474,301.6264425131785,275.73927909958684,291.97079356033623,250.62330816355603,267.11882034477844,342.15130360450206,302.5094742840861,299.78444222823765,low,low,low,low,low,low,low,low,low,mid,low,mid,low,low,low,mid,low,mid,low,mid,1
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,6.0,12.0,18.0,25.0,25.0,34.0,43.0,37.0,64.0,156.0,782.0,0.0,0.0,0.0,0.0,25.587832829693827,0.0,0.0,26.828097382975084,0.0,27.58840298762757,0.0,0.0,0.0,0.0,27.38519870003991,0.0,26.87855636011175,26.85614915331547,27.077997605336677,0.0,0.0,0.0,28.601345572723645,0.0,28.861337590512573,0.0,0.0,0.0,0.0,0.0,30.785449569530762,31.118307771252635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.284679856320196,32.34180968128172,0.0,0.0,0.0,0.0,0.0,0.0,low,high,low,mid,low,high,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
2.0,2.0,4.0,4.0,6.0,14.0,12.0,24.0,18.0,20.0,28.0,32.0,42.0,84.0,34.0,44.0,48.0,48.0,117.0,60.0,52.0,56.0,28.0,16.0,15.912765836136609,16.22783511032556,16.470722390102058,16.78499344318376,17.058555219795885,17.3822908945778,17.7338502765266,17.885398255316723,18.224528194309823,18.39226865841838,18.554649637949712,18.65955869775928,18.645646844175836,18.459775357774102,18.25679913335994,0.0,17.919037573407834,17.904099435543646,18.051998403557786,18.276754661041107,18.44312674610867,18.76857289469183,19.067563715149095,19.17110439591767,19.240891727008382,19.318433205998062,19.450595815040767,19.682764125662807,20.008438337419467,20.239352300587264,20.52363304635384,20.745538514168423,20.87941159701237,20.909629967500997,21.00621472147785,21.016135469525057,20.993215120588403,20.96938251895775,20.936769485147387,21.068019841496096,21.200980671646047,21.332345059581503,21.523119904213466,21.56120645418781,21.485147385825872,21.341239523347966,21.215576714749986,21.06129197787787,20.960716118364786,20.954786475853812,low,mid,low,mid,low,mid,low,mid,low,mid,low,low,low,mid,low,mid,low,mid,low,mid,0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,11.0,5.0,8.0,19.0,22.0,19.0,22.0,22.0,25.0,38.0,49.0,82.0,150.0,251.0,23.869148754204915,24.341752665488343,24.706083585153088,0.0,25.587832829693827,26.0734363418667,26.6007754147899,0.0,27.336792291464732,0.0,0.0,27.98933804663892,27.968470266263754,0.0,27.38519870003991,26.99042134671304,26.87855636011175,26.85614915331547,27.077997605336677,27.41513199156166,0.0,28.152859342037743,28.601345572723645,28.756656593876507,28.861337590512573,28.977649808997093,29.17589372256115,29.52414618849421,30.0126575061292,30.359028450880896,30.785449569530762,31.118307771252635,31.319117395518557,31.364444951251496,0.0,31.524203204287588,31.489822680882604,31.454073778436626,31.40515422772108,31.602029762244143,31.80147100746907,0.0,32.284679856320196,0.0,32.22772107873881,0.0,0.0,31.591937966816808,31.44107417754718,31.43217971378072,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,11.0,7.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,8.0,39.78191459034152,32.45567022065112,32.941444780204115,33.56998688636752,42.646388049489715,43.4557272364445,35.4677005530532,35.770796510633446,45.56132048577456,36.78453731683676,37.109299275899424,55.97867609327784,46.614117110439594,36.919550715548205,36.51359826671988,44.98403557785507,35.83807514681567,53.71229830663094,45.129996008894466,45.69188665260277,36.88625349221734,37.53714578938366,47.66890928787274,38.34220879183534,57.722675181025146,48.296083014995155,48.62648953760192,39.365528251325614,40.01687667483893,40.47870460117453,41.04726609270768,41.491077028336846,52.198528992530925,41.819259935001995,42.0124294429557,52.54033867381264,62.97964536176521,41.9387650379155,62.81030845544216,63.20405952448829,63.60294201493814,63.99703517874451,64.56935971264039,53.90301613546953,64.45544215747762,74.69433833171789,74.25451850162494,73.71452192257254,83.84286447345914,73.34175266548834,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,0
3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,7.0,12.0,22.0,17.0,26.0,45.0,43.0,71.0,73.0,61.0,45.0,63.0,45.0,43.0,61.0,40.0,23.869148754204915,24.341752665488343,41.17680597525514,25.17749016477564,42.646388049489715,26.0734363418667,26.6007754147899,26.828097382975084,27.336792291464732,27.58840298762757,46.38662409487428,27.98933804663892,27.968470266263754,27.689663036661152,27.38519870003991,26.99042134671304,44.797593933519586,26.85614915331547,27.077997605336677,27.41513199156166,27.664690119163005,28.152859342037743,47.66890928787274,47.92776098979417,28.861337590512573,28.977649808997093,29.17589372256115,29.52414618849421,30.0126575061292,30.359028450880896,30.785449569530762,31.118307771252635,31.319117395518557,31.364444951251496,31.509322082216777,31.524203204287588,31.489822680882604,31.454073778436626,52.341923712868464,31.602029762244143,31.80147100746907,31.998517589372256,32.284679856320196,32.34180968128172,32.22772107873881,32.01185928502195,31.82336507212498,31.591937966816808,52.401790295911965,52.38696618963453,low,mid,low,mid,low,low,low,mid,low,low,low,mid,low,low,low,low,low,mid,low,low,0
10.0,9.0,11.0,11.0,10.0,12.0,15.0,17.0,25.0,28.0,48.0,79.0,117.0,77.0,60.0,77.0,67.0,62.0,46.0,35.0,36.0,36.0,48.0,61.0,47.73829750840983,73.02525799646503,65.88288956040823,58.747477051143164,76.76349848908148,104.2937453674668,79.8023262443697,89.4269912765836,91.12264097154912,82.76520896288271,102.05057300872342,130.61691088431496,83.90541079879127,129.2184275044187,63.89879696675979,98.96487827128114,80.63566908033525,62.66434802440276,54.15599521067335,54.83026398312332,55.32938023832601,65.6900051314214,57.20269114544729,57.51331318775301,28.861337590512573,67.61451622099321,58.3517874451223,59.04829237698842,50.021095843548665,50.598380751468156,51.3090826158846,51.86384628542106,52.198528992530925,52.27407491875249,52.51553680369462,63.048406408575175,52.483037801471006,52.42345629739438,52.341923712868464,63.20405952448829,63.60294201493814,63.99703517874451,64.56935971264039,53.90301613546953,64.45544215747762,53.353098808369914,63.64673014424996,52.65322994469468,62.88214835509436,52.38696618963453,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,0
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,5.0,7.0,12.0,10.0,24.0,24.0,14.0,12.0,12.0,12.0,16.476706083487677,16.56674739991452,16.760792135631856,16.960250747969795,17.167972645676024,17.475708790425987,17.955549223536117,18.08662202592962,18.566462459039748,18.93717053711355,48.09517025217267,19.600227952699814,20.22367858669326,20.34848268984186,20.904687277389943,21.359737854395213,21.66177518164981,21.652657073657217,21.81222396352757,21.695683145747257,22.33167117823052,22.098589542669895,21.517595099016955,21.56176093460607,57.944863940732304,21.974640262145606,21.801681151161134,21.888588117965522,21.940732298048154,22.268129363157144,22.725174526285794,56.69539820487249,22.80182362159852,22.821484541957545,22.920359025502208,57.20544237070808,58.2540247898561,22.875623308163558,22.2242484684428,54.08818920074084,21.1699672317994,51.666904117395646,20.80182362159852,20.42513178515458,20.135916797264567,20.049864653084484,19.786579284798403,19.551503063114403,19.51674027639265,48.35232939165123,low,mid,low,low,low,mid,low,low,low,high,low,mid,low,mid,low,mid,low,mid,low,mid,1
2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,9.0,9.0,11.0,13.0,17.0,17.0,19.0,23.0,23.0,26.0,26.0,23.0,26.0,28.0,16.476706083487677,16.56674739991452,16.760792135631856,16.960250747969795,17.167972645676024,17.475708790425987,17.955549223536117,18.08662202592962,18.566462459039748,18.93717053711355,19.238068100869068,19.600227952699814,20.22367858669326,20.34848268984186,20.904687277389943,21.359737854395213,21.66177518164981,21.652657073657217,21.81222396352757,21.695683145747257,22.33167117823052,22.098589542669895,21.517595099016955,21.56176093460607,46.35589115258584,43.94928052429121,21.801681151161134,21.888588117965522,21.940732298048154,22.268129363157144,22.725174526285794,22.678159281948997,22.80182362159852,22.821484541957545,22.920359025502208,22.88217694828323,23.301609915942443,22.875623308163558,22.2242484684428,21.63527568029634,21.1699672317994,20.666761646958257,20.80182362159852,20.42513178515458,20.135916797264567,20.049864653084484,19.786579284798403,19.551503063114403,0.0,19.340931756660492,low,mid,low,mid,low,mid,low,low,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,1
2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,5.0,5.0,12.0,22.0,10.0,7.0,10.0,15.0,17.0,27.0,34.0,44.0,58.0,100.0,202.0,621.0,15.912765836136609,16.22783511032556,16.470722390102058,16.78499344318376,42.646388049489715,17.3822908945778,17.7338502765266,17.885398255316723,18.224528194309823,18.39226865841838,18.554649637949712,18.65955869775928,18.645646844175836,18.459775357774102,18.25679913335994,17.993614231142026,17.919037573407834,17.904099435543646,18.051998403557786,18.276754661041107,46.10781686527168,18.76857289469183,19.067563715149095,19.17110439591767,19.240891727008382,19.318433205998062,19.450595815040767,19.682764125662807,20.008438337419467,20.239352300587264,20.52363304635384,51.86384628542106,20.87941159701237,20.909629967500997,21.00621472147785,21.016135469525057,20.993215120588403,20.96938251895775,52.341923712868464,21.068019841496096,21.200980671646047,21.332345059581503,21.523119904213466,21.56120645418781,21.485147385825872,21.341239523347966,21.215576714749986,21.06129197787787,20.960716118364786,20.954786475853812,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,low,low,mid,low,low,low,high,0
